loc_name,for_name,ruta,barra(bus1),barra(bus1)_for,barra(bus1)_id,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id,GPSlat,GPSlon,Inom,av_mode,plini,qlini,slini,coslini,scale0,mode_inp,phtech
Demanda Río Chavón,ZRCHAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Río Chavón.ElmLod,69 kV Río Chavón,WRCHAF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Río Chavón.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,,0.0,0.0,0.010584010742604733,constq,1.2000000476837158,0.4000000059604645,1.2649110555648804,0.9486833214759827,1.0,DEF,3PH-'D'
Demanda Buena Vista,ZBVISF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Buena Vista.ElmLod,3,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\3.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,,0.0,0.0,0.1288081556558609,constq,14.789999961853027,4.269999980926514,15.394057273864746,0.9607603549957275,1.0,PQ,3PH-'D'
Demanda Benedicto,ZBENEF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Benedicto.ElmLod,69 kV Benedicto,WBENEF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Benedicto.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,,0.0,0.0,0.010054809972643852,constq,1.1399999856948853,0.3799999952316284,1.2016655206680298,0.9486832618713379,1.0,PQ,3PH-'D'
Demanda Higüey 69 kV,ZHIGUF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Higüey 69 kV.ElmLod,WHIGUF(6),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(6).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,,0.0,0.0,0.22345685958862305,constq,25.3700008392334,8.34000015258789,26.705665588378906,0.9499857425689697,1.0,PQ,3PH-'D'
Demanda 1 La Romana Pueblo,ZLRMAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda 1 La Romana Pueblo.ElmLod,WLRPUF(1),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\WLRPUF(1).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,,0.0,0.0,0.05855676531791687,constq,6.650000095367432,2.180000066757202,6.998207092285156,0.9502434134483337,1.0,PQ,3PH-'D'
Demanda Batey Lechuga,ZBLECF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Batey Lechuga.ElmLod,69 kV Batey Lechuga,WBLECF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Batey Lechuga.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,,0.0,0.0,0.0011654433328658342,constq,0.12999999523162842,0.05000000074505806,0.13928388059139252,0.9333456158638,1.0,PQ,3PH-'D'
Demanda Guaymate,ZGUAYF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Guaymate.ElmLod,69 kV Guaymate,WGUAYF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Guaymate.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,,0.0,0.0,0.009108169935643673,constq,1.0,0.4300000071525574,1.0885311365127563,0.9186691641807556,1.0,PQ,3PH-'D'
Demanda Rancho Peligro,ZRPELF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Rancho Peligro.ElmLod,69 kV Rancho Peligro,WRPELF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Rancho Peligro.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,,0.0,0.0,0.0001871006388682872,constq,0.019999999552965164,0.009999999776482582,0.022360678762197495,0.8944272398948669,1.0,PQ,3PH-'D'
Demanda Consuelo,ZCSULF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Consuelo.ElmLod,69 kV Consuelo,WCSULF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Consuelo.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.09610731899738312,constq,10.710000038146973,4.150000095367432,11.485930442810059,0.9324451684951782,1.0,PQ,3PH-'D'
Demanda Sabana de la Mar,ZSMARF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Sabana de la Mar.ElmLod,69 kV Sabana de la Mar,WSMARF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Sabana de la Mar.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.044608812779188156,constq,4.800000190734863,2.319999933242798,5.331266403198242,0.900348961353302,1.0,DEF,3PH-'D'
Demanda Hato Mayor,ZHMAYF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Hato Mayor.ElmLod,69 kV Hato Mayor,WHMAYF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Hato Mayor.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.1365019977092743,constq,15.010000228881836,6.389999866485596,16.31355857849121,0.9200935363769531,1.0,PQ,3PH-'D'
Demanda Destilería Brugal,ZXDBRF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Destilería Brugal.ElmLod,69 kV Destilería Brugal,WDBRUF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Destilería Brugal.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.009286300279200077,constq,1.0099999904632568,0.46000000834465027,1.109819769859314,0.9100576639175415,1.0,PQ,3PH-'D'
Demanda ZF San Pedro AES,ZZSPAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda ZF San Pedro AES.ElmLod,69 kV ZF San Pedro AES,WZSPAF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV ZF San Pedro AES.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.28187307715415955,constq,33.650001525878906,1.5800000429153442,33.687076568603516,0.9988994002342224,1.0,PQ,3PH-'D'
Demanda ZF San Pedro Chentec,ZZSPCF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda ZF San Pedro Chentec.ElmLod,69 kV ZF San Pedro Chentec,WZSPCF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV ZF San Pedro Chentec.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.005636047571897507,constq,0.6399999856948853,0.20999999344348907,0.6735725402832031,0.9501574635505676,1.0,PQ,3PH-'D'
Demanda Yamasá,ZYAMAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Yamasá.ElmLod,69 kV Yamasá,WYAMAF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Yamasá.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.11697140336036682,constq,13.100000381469727,4.880000114440918,13.9794282913208,0.9370912909507751,1.0,PQ,3PH-'D'
Demanda 1 Monte Plata,ZMPLAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda 1 Monte Plata.ElmLod,WMPLAF(6),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\WMPLAF(6).ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.1135539636015892,constq,12.6899995803833,4.809999942779541,13.571004867553711,0.9350817799568176,1.0,PQ,3PH-'D'
Demanda Guavaberry,ZGUAVF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Guavaberry.ElmLod,69 kV Guavaberry,WGUAVF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Guavaberry.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.005252165254205465,constq,0.3199999928474426,0.5400000214576721,0.6276941895484924,0.5098024010658264,1.0,PQ,3PH-'D'
Demanda César Iglesias,ZXCIGF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda César Iglesias.ElmLod,69 kV César Iglesias,WCIGLF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV César Iglesias.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.0576290637254715,constq,6.269999980926514,2.8499999046325684,6.887336254119873,0.9103664755821228,1.0,PQ,3PH-'D'
SSAA Monte Plata Solar,ZMPSOK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\SSAA Monte Plata Solar.ElmLod,3,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\3.ElmTerm,1,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,DEF,3PH-'D'
Demanda 2 La Romana Pueblo,ZLRMAF-D2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda 2 La Romana Pueblo.ElmLod,1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\1.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,,0.0,0.0,0.0784015953540802,constq,8.899999618530273,2.930000066757202,9.369893074035645,0.9498507380485535,1.0,DEF,3PH-'D'
Demanda 2 Monte Plata,ZMPLAF-D2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda 2 Monte Plata.ElmLod,1(1),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\1(1).ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.12981069087982178,constq,14.510000228881836,5.489999771118164,15.513871192932129,0.9352920651435852,1.0,DEF,3PH-'D'
Demanda Sierra Prieta,ZSPRIF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Sierra Prieta.ElmLod,69 kV Sierra Prieta,WSPRIF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Sierra Prieta.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.01900743693113327,constq,2.0899999141693115,0.8899999856948853,2.2716073989868164,0.9200533032417297,1.0,DEF,3PH-'D'
SSAA Sultana del Este 1,ZSES1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\SSAA Sultana del Este 1.ElmLod,69 kV Servicio Estación Sultana del Este,WSESEF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Servicio Estación Sultana del Este.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.008284144103527069,constq,0.9100000262260437,0.38999998569488525,0.9900504946708679,0.9191450476646423,1.0,DEF,3PH-'D'
Demanda 3 La Romana Pueblo,ZLRMAF-D3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda 3 La Romana Pueblo.ElmLod,WLRPUF(2),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\WLRPUF(2).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,,0.0,0.0,0.13203659653663635,constq,14.989999771118164,4.929999828338623,15.779891967773438,0.9499431252479553,1.0,DEF,3PH-'D'
Demanda Hato Nuevo,ZHNUEF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Hato Nuevo.ElmLod,69 kV Hato Nuevo,WHNUEF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Hato Nuevo.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.07498572021722794,constq,8.319999694824219,3.3299999237060547,8.96165657043457,0.9283997416496277,1.0,PQ,3PH-'D'
Demanda Grupo Malla,ZGMALF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Grupo Malla.ElmLod,69 kV Molinos Modernos,WGMALF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Molinos Modernos.ElmTerm,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.022769464179873466,constq,2.609999895095825,0.7699999809265137,2.721212863922119,0.959131121635437,1.0,PQ,3PH-'D'
Demanda La Cuarenta,ZLCUAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda La Cuarenta.ElmLod,3,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCUAF.ElmSubstat\3.ElmTerm,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.17421311140060425,constq,19.739999771118164,6.619999885559082,20.820470809936523,0.9481053352355957,1.0,PQ,3PH-'D'
Demanda Plastifar,ZPLASF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Plastifar.ElmLod,69 kV Plastifar,WPLASF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Plastifar.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.06371583044528961,constq,7.21999979019165,2.4200000762939453,7.614774703979492,0.9481567144393921,1.0,PQ,3PH-'D'
Demanda Productos Diversos,ZPDIVF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Productos Diversos.ElmLod,69 kV Productos Diversos,WPDIVF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Productos Diversos.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.02257724106311798,constq,2.5799999237060547,0.7900000214576721,2.698240041732788,0.9561787843704224,1.0,PQ,3PH-'D'
Demanda ZF Los Alcarrizos,ZZALCF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda ZF Los Alcarrizos.ElmLod,69 kV ZF Los Alcarrizos,WZALCF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV ZF Los Alcarrizos.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.2218168079853058,constq,25.110000610351562,8.5,26.509660720825195,0.9472019076347351,1.0,PQ,3PH-'D'
Demanda Ciudad Satélite,ZCSATF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Ciudad Satélite.ElmLod,69 kV Ciudad Satélite,WCSATF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Ciudad Satélite.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.11128836870193481,constq,13.300000190734863,0.07999999821186066,13.300240516662598,0.9999819397926331,1.0,PQ,3PH-'D'
Demanda Carrefour,ZXCARF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Carrefour.ElmLod,69 kV Carrefour(1),WCARRF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Carrefour(1).ElmTerm,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.008158103562891483,constq,0.9100000262260437,0.3499999940395355,0.9749872088432312,0.9333456158638,1.0,PQ,3PH-'D'
Demanda Banco Nacional Vivienda,ZBNVIF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Banco Nacional Vivienda.ElmLod,69 kV Banco Nacional de la Vivienda,WBNVIF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Banco Nacional de la Vivienda.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.226165771484375,constq,18.790000915527344,19.43000030517578,27.02941131591797,0.6951687335968018,1.0,PQ,3PH-'D'
Demanda 2 Kilómetro 10.5,ZKDMEF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda 2 Kilómetro 10.5.ElmLod,L2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L2.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.3233543634414673,constq,36.0,14.050000190734863,38.64456558227539,0.9315669536590576,1.0,PQ,3PH-'D'
Demanda Grupo Petroquímica,ZGPETF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Grupo Petroquímica.ElmLod,69 kV Grupo Petroquímica,WGPETF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Grupo Petroquímica.ElmTerm,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.07858997583389282,constq,8.619999885559082,3.7300000190734863,9.392406463623047,0.9177626371383667,1.0,PQ,3PH-'D'
Demanda Bayona,ZBAYOF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Bayona.ElmLod,4,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZBAYOF.ElmSubstat\4.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.10597153753042221,constq,12.100000381469727,3.740000009536743,12.664817810058594,0.9554026126861572,1.0,PQ,3PH-'D'
Demanda Caballona,ZCBYNF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Caballona.ElmLod,69 kV Caballona,WCBYNF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Caballona.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.07026245445013046,constq,7.699999809265137,3.3499999046325684,8.397171974182129,0.9169753789901733,1.0,PQ,3PH-'D'
Demanda Campamento 16 de Agosto,ZCDAGF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Campamento 16 de Agosto.ElmLod,69 kV Campamento 16 Agosto,WCDAGF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Campamento 16 Agosto.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.005610523745417595,constq,0.6399999856948853,0.20000000298023224,0.670522153377533,0.954479992389679,1.0,PQ,3PH-'D'
Demanda 1 Kilómetro 10.5,ZKDMBF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda 1 Kilómetro 10.5.ElmLod,R2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\R2.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.2366284728050232,constq,26.43000030517578,10.0600004196167,28.27982521057129,0.9345885515213013,1.0,PQ,3PH-'D'
Demanda Novoplast,ZNOVOF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Novoplast.ElmLod,69 kV Novoplast,WNOVOF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Novoplast.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.04532109200954437,constq,4.980000019073486,2.130000114440918,5.416391849517822,0.9194312691688538,1.0,PQ,3PH-'D'
Demanda CORVI PVC,ZCPVCF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda CORVI PVC.ElmLod,69 kV CORVI PVC,WCPVCF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV CORVI PVC.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.023337984457612038,constq,2.6500000953674316,0.8700000047683716,2.7891576290130615,0.9501076936721802,1.0,PQ,3PH-'D'
Demanda Bohemia,ZCBOHF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Bohemia.ElmLod,69 kV Cervecería Bohemia,WCBOHF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Cervecería Bohemia.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.01612846739590168,constq,1.7300000190734863,0.8500000238418579,1.9275373220443726,0.8975182771682739,1.0,PQ,3PH-'D'
